Sexo;Comunidades Autónomas;Días trabajados en el domicilio particular;Periodo;Total
Ambos sexos;15 Navarra, Comunidad Foral de;No sabe;2018;2,2
Ambos sexos;15 Navarra, Comunidad Foral de;No sabe;2017;3,2
Ambos sexos;15 Navarra, Comunidad Foral de;No sabe;2016;1,6
Ambos sexos;15 Navarra, Comunidad Foral de;No sabe;2015;1,6
Ambos sexos;15 Navarra, Comunidad Foral de;No sabe;2014;1,8
Ambos sexos;15 Navarra, Comunidad Foral de;No sabe;2013;1,6
Ambos sexos;15 Navarra, Comunidad Foral de;No sabe;2012;1,9
Ambos sexos;15 Navarra, Comunidad Foral de;No sabe;2011;2,2
Ambos sexos;15 Navarra, Comunidad Foral de;No sabe;2010;2
Ambos sexos;15 Navarra, Comunidad Foral de;No sabe;2009;3,6
Ambos sexos;15 Navarra, Comunidad Foral de;No sabe;2008;0,6
Ambos sexos;15 Navarra, Comunidad Foral de;No sabe;2007;1
Ambos sexos;15 Navarra, Comunidad Foral de;No sabe;2006;1,5
Ambos sexos;16 País Vasco;Total;2021;808,7
Ambos sexos;16 País Vasco;Total;2020;787,5
Ambos sexos;16 País Vasco;Total;2019;800,7
Ambos sexos;16 País Vasco;Total;2018;796,1
Ambos sexos;16 País Vasco;Total;2017;780,9
Ambos sexos;16 País Vasco;Total;2016;771,5
Ambos sexos;16 País Vasco;Total;2015;744,4
Ambos sexos;16 País Vasco;Total;2014;726,4
Ambos sexos;16 País Vasco;Total;2013;724,8
Ambos sexos;16 País Vasco;Total;2012;744,4
Ambos sexos;16 País Vasco;Total;2011;823,9
Ambos sexos;16 País Vasco;Total;2010;797,5
Ambos sexos;16 País Vasco;Total;2009;790,2
Ambos sexos;16 País Vasco;Total;2008;820,6
Ambos sexos;16 País Vasco;Total;2007;789,6
Ambos sexos;16 País Vasco;Total;2006;812
Ambos sexos;16 País Vasco;Ocasionalmente;2021;20,4
Ambos sexos;16 País Vasco;Ocasionalmente;2020;20
Ambos sexos;16 País Vasco;Ocasionalmente;2019;13,5
Ambos sexos;16 País Vasco;Ocasionalmente;2018;12,3
Ambos sexos;16 País Vasco;Ocasionalmente;2017;10,5
Ambos sexos;16 País Vasco;Ocasionalmente;2016;9,3
Ambos sexos;16 País Vasco;Ocasionalmente;2015;6,4
Ambos sexos;16 País Vasco;Ocasionalmente;2014;7
Ambos sexos;16 País Vasco;Ocasionalmente;2013;10,3
Ambos sexos;16 País Vasco;Ocasionalmente;2012;4,6
Ambos sexos;16 País Vasco;Ocasionalmente;2011;12,3
Ambos sexos;16 País Vasco;Ocasionalmente;2010;10
Ambos sexos;16 País Vasco;Ocasionalmente;2009;9,3
Ambos sexos;16 País Vasco;Ocasionalmente;2008;7,6
Ambos sexos;16 País Vasco;Ocasionalmente;2007;6,3
Ambos sexos;16 País Vasco;Ocasionalmente;2006;7,6
Ambos sexos;16 País Vasco;Más de la mitad de los días que trabajó;2021;29,1
Ambos sexos;16 País Vasco;Más de la mitad de los días que trabajó;2020;41,4
Ambos sexos;16 País Vasco;Más de la mitad de los días que trabajó;2019;14,8
Ambos sexos;16 País Vasco;Más de la mitad de los días que trabajó;2018;14,8
Ambos sexos;16 País Vasco;Más de la mitad de los días que trabajó;2017;10,4
Ambos sexos;16 País Vasco;Más de la mitad de los días que trabajó;2016;8,5
Ambos sexos;16 País Vasco;Más de la mitad de los días que trabajó;2015;12,9
Ambos sexos;16 País Vasco;Más de la mitad de los días que trabajó;2014;10
Ambos sexos;16 País Vasco;Más de la mitad de los días que trabajó;2013;14
Ambos sexos;16 País Vasco;Más de la mitad de los días que trabajó;2012;11,2
Ambos sexos;16 País Vasco;Más de la mitad de los días que trabajó;2011;12,9
Ambos sexos;16 País Vasco;Más de la mitad de los días que trabajó;2010;11,8
Ambos sexos;16 País Vasco;Más de la mitad de los días que trabajó;2009;5,8
Ambos sexos;16 País Vasco;Más de la mitad de los días que trabajó;2008;9,4
Ambos sexos;16 País Vasco;Más de la mitad de los días que trabajó;2007;8,1
Ambos sexos;16 País Vasco;Más de la mitad de los días que trabajó;2006;9,7
Ambos sexos;16 País Vasco;Ningún día;2021;750,9
Ambos sexos;16 País Vasco;Ningún día;2020;710,9
Ambos sexos;16 País Vasco;Ningún día;2019;762,3
Ambos sexos;16 País Vasco;Ningún día;2018;761,2
Ambos sexos;16 País Vasco;Ningún día;2017;749,5
Ambos sexos;16 País Vasco;Ningún día;2016;743,9
Ambos sexos;16 País Vasco;Ningún día;2015;718
Ambos sexos;16 País Vasco;Ningún día;2014;700,2
Ambos sexos;16 País Vasco;Ningún día;2013;692,1
Ambos sexos;16 País Vasco;Ningún día;2012;716,2
Ambos sexos;16 País Vasco;Ningún día;2011;790
Ambos sexos;16 País Vasco;Ningún día;2010;767,3
Ambos sexos;16 País Vasco;Ningún día;2009;763,3
Ambos sexos;16 País Vasco;Ningún día;2008;797,1
Ambos sexos;16 País Vasco;Ningún día;2007;769,7
Ambos sexos;16 País Vasco;Ningún día;2006;790,4
Ambos sexos;16 País Vasco;No sabe;2021;8,3
Ambos sexos;16 País Vasco;No sabe;2020;15,2
Ambos sexos;16 País Vasco;No sabe;2019;10,1
Ambos sexos;16 País Vasco;No sabe;2018;7,7
Ambos sexos;16 País Vasco;No sabe;2017;10,6
Ambos sexos;16 País Vasco;No sabe;2016;9,8
Ambos sexos;16 País Vasco;No sabe;2015;7
Ambos sexos;16 País Vasco;No sabe;2014;9,3
Ambos sexos;16 País Vasco;No sabe;2013;8,4
Ambos sexos;16 País Vasco;No sabe;2012;12,4
Ambos sexos;16 País Vasco;No sabe;2011;8,6
Ambos sexos;16 País Vasco;No sabe;2010;8,4
Ambos sexos;16 País Vasco;No sabe;2009;11,7
Ambos sexos;16 País Vasco;No sabe;2008;6,5
Ambos sexos;16 País Vasco;No sabe;2007;5,5
Ambos sexos;16 País Vasco;No sabe;2006;4,3
Ambos sexos;17 Rioja, La;Total;2021;116,5
Ambos sexos;17 Rioja, La;Total;2020;115,7
Ambos sexos;17 Rioja, La;Total;2019;116,8
Ambos sexos;17 Rioja, La;Total;2018;113
Ambos sexos;17 Rioja, La;Total;2017;106,3
Ambos sexos;17 Rioja, La;Total;2016;112,1
Ambos sexos;17 Rioja, La;Total;2015;107,7
Ambos sexos;17 Rioja, La;Total;2014;102
Ambos sexos;17 Rioja, La;Total;2013;100
Ambos sexos;17 Rioja, La;Total;2012;103,3
Ambos sexos;17 Rioja, La;Total;2011;108,9
Ambos sexos;17 Rioja, La;Total;2010;113,8
Ambos sexos;17 Rioja, La;Total;2009;114,2
Ambos sexos;17 Rioja, La;Total;2008;118,4
Ambos sexos;17 Rioja, La;Total;2007;115,7
Ambos sexos;17 Rioja, La;Total;2006;118,1
Ambos sexos;17 Rioja, La;Ocasionalmente;2021;3,1
Ambos sexos;17 Rioja, La;Ocasionalmente;2020;3,5
Ambos sexos;17 Rioja, La;Ocasionalmente;2019;1,9
Ambos sexos;17 Rioja, La;Ocasionalmente;2018;2,2
Ambos sexos;17 Rioja, La;Ocasionalmente;2017;1,2
Ambos sexos;17 Rioja, La;Ocasionalmente;2016;0,9
Ambos sexos;17 Rioja, La;Ocasionalmente;2015;0,8
Ambos sexos;17 Rioja, La;Ocasionalmente;2014;0,8
Ambos sexos;17 Rioja, La;Ocasionalmente;2013;0,8
Ambos sexos;17 Rioja, La;Ocasionalmente;2012;1,1
Ambos sexos;17 Rioja, La;Ocasionalmente;2011;1,1
Ambos sexos;17 Rioja, La;Ocasionalmente;2010;1,8
Ambos sexos;17 Rioja, La;Ocasionalmente;2009;1,4
Ambos sexos;17 Rioja, La;Ocasionalmente;2008;1,6
Ambos sexos;17 Rioja, La;Ocasionalmente;2007;0,4
Ambos sexos;17 Rioja, La;Ocasionalmente;2006;0,5
Ambos sexos;17 Rioja, La;Más de la mitad de los días que trabajó;2021;5,5
Ambos sexos;17 Rioja, La;Más de la mitad de los días que trabajó;2020;9,5
Ambos sexos;17 Rioja, La;Más de la mitad de los días que trabajó;2019;2,4
Ambos sexos;17 Rioja, La;Más de la mitad de los días que trabajó;2018;3,2
Ambos sexos;17 Rioja, La;Más de la mitad de los días que trabajó;2017;2,3
Ambos sexos;17 Rioja, La;Más de la mitad de los días que trabajó;2016;2,3
Ambos sexos;17 Rioja, La;Más de la mitad de los días que trabajó;2015;1,8
Ambos sexos;17 Rioja, La;Más de la mitad de los días que trabajó;2014;2,1
Ambos sexos;17 Rioja, La;Más de la mitad de los días que trabajó;2013;2,2
Ambos sexos;17 Rioja, La;Más de la mitad de los días que trabajó;2012;2,6
Ambos sexos;17 Rioja, La;Más de la mitad de los días que trabajó;2011;1,4
Ambos sexos;17 Rioja, La;Más de la mitad de los días que trabajó;2010;1,2
Ambos sexos;17 Rioja, La;Más de la mitad de los días que trabajó;2009;1,9
Ambos sexos;17 Rioja, La;Más de la mitad de los días que trabajó;2008;1,2
Ambos sexos;17 Rioja, La;Más de la mitad de los días que trabajó;2007;1,1
Ambos sexos;17 Rioja, La;Más de la mitad de los días que trabajó;2006;1,4
Ambos sexos;17 Rioja, La;Ningún día;2021;107,7
Ambos sexos;17 Rioja, La;Ningún día;2020;101,8
Ambos sexos;17 Rioja, La;Ningún día;2019;110,7
Ambos sexos;17 Rioja, La;Ningún día;2018;106,4
Ambos sexos;17 Rioja, La;Ningún día;2017;101,6
Ambos sexos;17 Rioja, La;Ningún día;2016;107,2
Ambos sexos;17 Rioja, La;Ningún día;2015;104
Ambos sexos;17 Rioja, La;Ningún día;2014;97,7
Ambos sexos;17 Rioja, La;Ningún día;2013;96,1
Ambos sexos;17 Rioja, La;Ningún día;2012;99,3
Ambos sexos;17 Rioja, La;Ningún día;2011;105,7
Ambos sexos;17 Rioja, La;Ningún día;2010;110
Ambos sexos;17 Rioja, La;Ningún día;2009;109,5
Ambos sexos;17 Rioja, La;Ningún día;2008;114,7
Ambos sexos;17 Rioja, La;Ningún día;2007;113,2
Ambos sexos;17 Rioja, La;Ningún día;2006;115,4
Ambos sexos;17 Rioja, La;No sabe;2021;0,3
Ambos sexos;17 Rioja, La;No sabe;2020;0,8
Ambos sexos;17 Rioja, La;No sabe;2019;1,8
Ambos sexos;17 Rioja, La;No sabe;2018;1,3
Ambos sexos;17 Rioja, La;No sabe;2017;1,3
Ambos sexos;17 Rioja, La;No sabe;2016;1,8
Ambos sexos;17 Rioja, La;No sabe;2015;1,1
Ambos sexos;17 Rioja, La;No sabe;2014;1,5
Ambos sexos;17 Rioja, La;No sabe;2013;1
Ambos sexos;17 Rioja, La;No sabe;2012;0,3
Ambos sexos;17 Rioja, La;No sabe;2011;0,7
Ambos sexos;17 Rioja, La;No sabe;2010;0,7
Ambos sexos;17 Rioja, La;No sabe;2009;1,4
Ambos sexos;17 Rioja, La;No sabe;2008;0,9
Ambos sexos;17 Rioja, La;No sabe;2007;0,9
Ambos sexos;17 Rioja, La;No sabe;2006;0,8
Ambos sexos;18 Ceuta;Total;2021;22,7
Ambos sexos;18 Ceuta;Total;2020;24,5
Ambos sexos;18 Ceuta;Total;2019;22,1
Ambos sexos;18 Ceuta;Total;2018;23,6
Ambos sexos;18 Ceuta;Total;2017;23,9
Ambos sexos;18 Ceuta;Total;2016;24,2
Ambos sexos;18 Ceuta;Total;2015;23,7
Ambos sexos;18 Ceuta;Total;2014;20,4
Ambos sexos;18 Ceuta;Total;2013;24,6
Ambos sexos;18 Ceuta;Total;2012;20,7
Ambos sexos;18 Ceuta;Total;2011;22,3
Ambos sexos;18 Ceuta;Total;2010;26
Ambos sexos;18 Ceuta;Total;2009;24,7
Ambos sexos;18 Ceuta;Total;2008;22,6
Ambos sexos;18 Ceuta;Total;2007;24,7
Ambos sexos;18 Ceuta;Total;2006;19,5
Ambos sexos;18 Ceuta;Ocasionalmente;2021;0,5
Ambos sexos;18 Ceuta;Ocasionalmente;2020;0,1
Ambos sexos;18 Ceuta;Ocasionalmente;2019;1,4
Ambos sexos;18 Ceuta;Ocasionalmente;2018;0,6
Ambos sexos;18 Ceuta;Ocasionalmente;2017;0,1
Ambos sexos;18 Ceuta;Ocasionalmente;2016;0,2
Ambos sexos;18 Ceuta;Ocasionalmente;2015;0,1
Ambos sexos;18 Ceuta;Ocasionalmente;2014;0,2
Ambos sexos;18 Ceuta;Ocasionalmente;2013;0,2
Ambos sexos;18 Ceuta;Ocasionalmente;2012;0,2
Ambos sexos;18 Ceuta;Ocasionalmente;2011;0,9
Ambos sexos;18 Ceuta;Ocasionalmente;2010;0,9
Ambos sexos;18 Ceuta;Ocasionalmente;2009;0,1
Ambos sexos;18 Ceuta;Ocasionalmente;2008;0,2
Ambos sexos;18 Ceuta;Ocasionalmente;2007;1,1
Ambos sexos;18 Ceuta;Ocasionalmente;2006;0,4
Ambos sexos;18 Ceuta;Más de la mitad de los días que trabajó;2021;0,9
Ambos sexos;18 Ceuta;Más de la mitad de los días que trabajó;2020;1,5
Ambos sexos;18 Ceuta;Más de la mitad de los días que trabajó;2019;0,9
Ambos sexos;18 Ceuta;Más de la mitad de los días que trabajó;2018;1
Ambos sexos;18 Ceuta;Más de la mitad de los días que trabajó;2017;0,7
Ambos sexos;18 Ceuta;Más de la mitad de los días que trabajó;2016;0,3
Ambos sexos;18 Ceuta;Más de la mitad de los días que trabajó;2015;0,5
Ambos sexos;18 Ceuta;Más de la mitad de los días que trabajó;2014;..
Ambos sexos;18 Ceuta;Más de la mitad de los días que trabajó;2013;1
Ambos sexos;18 Ceuta;Más de la mitad de los días que trabajó;2012;0,5
Ambos sexos;18 Ceuta;Más de la mitad de los días que trabajó;2011;0,1
Ambos sexos;18 Ceuta;Más de la mitad de los días que trabajó;2010;0,6
Ambos sexos;18 Ceuta;Más de la mitad de los días que trabajó;2009;0,5
Ambos sexos;18 Ceuta;Más de la mitad de los días que trabajó;2008;0,8
Ambos sexos;18 Ceuta;Más de la mitad de los días que trabajó;2007;0,2
Ambos sexos;18 Ceuta;Más de la mitad de los días que trabajó;2006;1
Ambos sexos;18 Ceuta;Ningún día;2021;21,4
Ambos sexos;18 Ceuta;Ningún día;2020;22,8
Ambos sexos;18 Ceuta;Ningún día;2019;19,4
Ambos sexos;18 Ceuta;Ningún día;2018;21,6
Ambos sexos;18 Ceuta;Ningún día;2017;22,9
Ambos sexos;18 Ceuta;Ningún día;2016;23,7
Ambos sexos;18 Ceuta;Ningún día;2015;22,7
Ambos sexos;18 Ceuta;Ningún día;2014;20,2
Ambos sexos;18 Ceuta;Ningún día;2013;23,4
Ambos sexos;18 Ceuta;Ningún día;2012;19,7
Ambos sexos;18 Ceuta;Ningún día;2011;21
Ambos sexos;18 Ceuta;Ningún día;2010;24,5
Ambos sexos;18 Ceuta;Ningún día;2009;23,8
Ambos sexos;18 Ceuta;Ningún día;2008;21,6
Ambos sexos;18 Ceuta;Ningún día;2007;22,9
Ambos sexos;18 Ceuta;Ningún día;2006;18,2
Ambos sexos;18 Ceuta;No sabe;2021;..
Ambos sexos;18 Ceuta;No sabe;2020;..
Ambos sexos;18 Ceuta;No sabe;2019;0,3
Ambos sexos;18 Ceuta;No sabe;2018;0,4
Ambos sexos;18 Ceuta;No sabe;2017;0,2
Ambos sexos;18 Ceuta;No sabe;2016;..
Ambos sexos;18 Ceuta;No sabe;2015;0,4
Ambos sexos;18 Ceuta;No sabe;2014;..
Ambos sexos;18 Ceuta;No sabe;2013;..
Ambos sexos;18 Ceuta;No sabe;2012;0,2
Ambos sexos;18 Ceuta;No sabe;2011;0,3
Ambos sexos;18 Ceuta;No sabe;2010;..
Ambos sexos;18 Ceuta;No sabe;2009;0,3
Ambos sexos;18 Ceuta;No sabe;2008;..
Ambos sexos;18 Ceuta;No sabe;2007;0,6
Ambos sexos;18 Ceuta;No sabe;2006;..
Ambos sexos;19 Melilla;Total;2021;26,4
Ambos sexos;19 Melilla;Total;2020;26,4
Ambos sexos;19 Melilla;Total;2019;24,5
Ambos sexos;19 Melilla;Total;2018;24,5
Ambos sexos;19 Melilla;Total;2017;24,4
Ambos sexos;19 Melilla;Total;2016;21,4
Ambos sexos;19 Melilla;Total;2015;19,2
Ambos sexos;19 Melilla;Total;2014;23
Ambos sexos;19 Melilla;Total;2013;18,2
Ambos sexos;19 Melilla;Total;2012;22,8
Ambos sexos;19 Melilla;Total;2011;23
Ambos sexos;19 Melilla;Total;2010;18,4
Ambos sexos;19 Melilla;Total;2009;18
Ambos sexos;19 Melilla;Total;2008;23,6
Ambos sexos;19 Melilla;Total;2007;17,6
Ambos sexos;19 Melilla;Total;2006;18,1
Ambos sexos;19 Melilla;Ocasionalmente;2021;0,5
Ambos sexos;19 Melilla;Ocasionalmente;2020;1
Ambos sexos;19 Melilla;Ocasionalmente;2019;0,3
Ambos sexos;19 Melilla;Ocasionalmente;2018;0,5
Ambos sexos;19 Melilla;Ocasionalmente;2017;0,5
Ambos sexos;19 Melilla;Ocasionalmente;2016;0,4
Ambos sexos;19 Melilla;Ocasionalmente;2015;..
Ambos sexos;19 Melilla;Ocasionalmente;2014;..
Ambos sexos;19 Melilla;Ocasionalmente;2013;0,6
Ambos sexos;19 Melilla;Ocasionalmente;2012;0,5
Ambos sexos;19 Melilla;Ocasionalmente;2011;0,1
Ambos sexos;19 Melilla;Ocasionalmente;2010;..
Ambos sexos;19 Melilla;Ocasionalmente;2009;..
Ambos sexos;19 Melilla;Ocasionalmente;2008;1,2
Ambos sexos;19 Melilla;Ocasionalmente;2007;..
Ambos sexos;19 Melilla;Ocasionalmente;2006;0,2
Ambos sexos;19 Melilla;Más de la mitad de los días que trabajó;2021;1,4
Ambos sexos;19 Melilla;Más de la mitad de los días que trabajó;2020;3,2
Ambos sexos;19 Melilla;Más de la mitad de los días que trabajó;2019;0,6
Ambos sexos;19 Melilla;Más de la mitad de los días que trabajó;2018;1
Ambos sexos;19 Melilla;Más de la mitad de los días que trabajó;2017;1,3
Ambos sexos;19 Melilla;Más de la mitad de los días que trabajó;2016;0,7
Ambos sexos;19 Melilla;Más de la mitad de los días que trabajó;2015;..
Ambos sexos;19 Melilla;Más de la mitad de los días que trabajó;2014;1,4
Ambos sexos;19 Melilla;Más de la mitad de los días que trabajó;2013;0,8
Ambos sexos;19 Melilla;Más de la mitad de los días que trabajó;2012;..
Ambos sexos;19 Melilla;Más de la mitad de los días que trabajó;2011;0,5
Ambos sexos;19 Melilla;Más de la mitad de los días que trabajó;2010;0,7
Ambos sexos;19 Melilla;Más de la mitad de los días que trabajó;2009;0,5
Ambos sexos;19 Melilla;Más de la mitad de los días que trabajó;2008;0,2
Ambos sexos;19 Melilla;Más de la mitad de los días que trabajó;2007;0,4
Ambos sexos;19 Melilla;Más de la mitad de los días que trabajó;2006;..
Ambos sexos;19 Melilla;Ningún día;2021;24,3
Ambos sexos;19 Melilla;Ningún día;2020;22
Ambos sexos;19 Melilla;Ningún día;2019;23,6
Ambos sexos;19 Melilla;Ningún día;2018;22,4
Ambos sexos;19 Melilla;Ningún día;2017;22,4
Ambos sexos;19 Melilla;Ningún día;2016;20,3
Ambos sexos;19 Melilla;Ningún día;2015;19,2
Ambos sexos;19 Melilla;Ningún día;2014;21,1
Ambos sexos;19 Melilla;Ningún día;2013;16,4
Ambos sexos;19 Melilla;Ningún día;2012;22
Ambos sexos;19 Melilla;Ningún día;2011;21,9
Ambos sexos;19 Melilla;Ningún día;2010;17,7
Ambos sexos;19 Melilla;Ningún día;2009;17,3
Ambos sexos;19 Melilla;Ningún día;2008;22
Ambos sexos;19 Melilla;Ningún día;2007;16,8
Ambos sexos;19 Melilla;Ningún día;2006;17,7
Ambos sexos;19 Melilla;No sabe;2021;0,2
Ambos sexos;19 Melilla;No sabe;2020;0,2
Ambos sexos;19 Melilla;No sabe;2019;..
Ambos sexos;19 Melilla;No sabe;2018;0,5
Ambos sexos;19 Melilla;No sabe;2017;0,2
Ambos sexos;19 Melilla;No sabe;2016;..
Ambos sexos;19 Melilla;No sabe;2015;..
Ambos sexos;19 Melilla;No sabe;2014;0,5
Ambos sexos;19 Melilla;No sabe;2013;0,3
Ambos sexos;19 Melilla;No sabe;2012;0,3
Ambos sexos;19 Melilla;No sabe;2011;0,5
Ambos sexos;19 Melilla;No sabe;2010;..
Ambos sexos;19 Melilla;No sabe;2009;0,2
Ambos sexos;19 Melilla;No sabe;2008;0,2
Ambos sexos;19 Melilla;No sabe;2007;0,5
Ambos sexos;19 Melilla;No sabe;2006;0,2
Hombres;Total Nacional;Total;2021;8.581,1
Hombres;Total Nacional;Total;2020;8.386,7
Hombres;Total Nacional;Total;2019;8.700,9
Hombres;Total Nacional;Total;2018;8.450,4
Hombres;Total Nacional;Total;2017;8.186,5
Hombres;Total Nacional;Total;2016;8.001
Hombres;Total Nacional;Total;2015;7.704,2
Hombres;Total Nacional;Total;2014;7.378,1
Hombres;Total Nacional;Total;2013;7.284,8
Hombres;Total Nacional;Total;2012;7.630,4
Hombres;Total Nacional;Total;2011;8.105,7
Hombres;Total Nacional;Total;2010;8.332,6
Hombres;Total Nacional;Total;2009;8.563,4
Hombres;Total Nacional;Total;2008;9.289,7
Hombres;Total Nacional;Total;2007;9.595,6
Hombres;Total Nacional;Total;2006;9.359,9
Hombres;Total Nacional;Ocasionalmente;2021;334,1
Hombres;Total Nacional;Ocasionalmente;2020;220,9
Hombres;Total Nacional;Ocasionalmente;2019;155,8
Hombres;Total Nacional;Ocasionalmente;2018;123
Hombres;Total Nacional;Ocasionalmente;2017;110,2
Hombres;Total Nacional;Ocasionalmente;2016;73,2
Hombres;Total Nacional;Ocasionalmente;2015;90,7
Hombres;Total Nacional;Ocasionalmente;2014;72,5
Hombres;Total Nacional;Ocasionalmente;2013;104,5
Hombres;Total Nacional;Ocasionalmente;2012;78,3
Hombres;Total Nacional;Ocasionalmente;2011;99,8
Hombres;Total Nacional;Ocasionalmente;2010;80,5
Hombres;Total Nacional;Ocasionalmente;2009;92,5
Hombres;Total Nacional;Ocasionalmente;2008;76,7
Hombres;Total Nacional;Ocasionalmente;2007;74
Hombres;Total Nacional;Ocasionalmente;2006;62,6
Hombres;Total Nacional;Más de la mitad de los días que trabajó;2021;618,8
Hombres;Total Nacional;Más de la mitad de los días que trabajó;2020;678,9
Hombres;Total Nacional;Más de la mitad de los días que trabajó;2019;184,9
Hombres;Total Nacional;Más de la mitad de los días que trabajó;2018;135
Hombres;Total Nacional;Más de la mitad de los días que trabajó;2017;148,9
Hombres;Total Nacional;Más de la mitad de los días que trabajó;2016;121,2
Hombres;Total Nacional;Más de la mitad de los días que trabajó;2015;107,5
Hombres;Total Nacional;Más de la mitad de los días que trabajó;2014;129
Hombres;Total Nacional;Más de la mitad de los días que trabajó;2013;124,3
Hombres;Total Nacional;Más de la mitad de los días que trabajó;2012;164,8
Hombres;Total Nacional;Más de la mitad de los días que trabajó;2011;141,3
Hombres;Total Nacional;Más de la mitad de los días que trabajó;2010;126,6
Hombres;Total Nacional;Más de la mitad de los días que trabajó;2009;89,4
Hombres;Total Nacional;Más de la mitad de los días que trabajó;2008;92,3
Hombres;Total Nacional;Más de la mitad de los días que trabajó;2007;87,3
Hombres;Total Nacional;Más de la mitad de los días que trabajó;2006;81,7
Hombres;Total Nacional;Ningún día;2021;7.568,5
Hombres;Total Nacional;Ningún día;2020;7.339,2
Hombres;Total Nacional;Ningún día;2019;8.257,4
Hombres;Total Nacional;Ningún día;2018;8.090,2
Hombres;Total Nacional;Ningún día;2017;7.831,7
Hombres;Total Nacional;Ningún día;2016;7.741,1
Hombres;Total Nacional;Ningún día;2015;7.425,3
